timestamp,open,high,low,close,volume,count,vwap
2022-06-01T09:30:00.000,48.10,49.72,47.03,49.64,0,0,0.00
2022-06-01T10:30:00.000,49.74,51.08,48.28,50.37,0,0,0.00
2022-06-01T11:30:00.000,50.34,51.54,50.06,50.76,0,0,0.00
2022-06-01T12:30:00.000,50.94,51.57,49.09,49.30,0,0,0.00
2022-06-01T13:30:00.000,49.31,49.33,48.08,48.22,0,0,0.00
2022-06-01T14:30:00.000,48.24,49.19,47.25,47.51,0,0,0.00
2022-06-01T15:30:00.000,47.43,48.30,47.08,47.45,0,0,0.00
2022-06-02T09:30:00.000,47.56,48.86,45.74,46.93,0,0,0.00
2022-06-02T10:30:00.000,46.81,47.09,45.32,45.86,0,0,0.00
2022-06-02T11:30:00.000,45.83,46.06,44.94,45.00,0,0,0.00
2022-06-02T12:30:00.000,44.95,46.09,44.63,45.48,0,0,0.00
2022-06-02T13:30:00.000,45.45,46.66,45.16,46.59,0,0,0.00
2022-06-02T14:30:00.000,46.65,46.90,45.95,46.46,0,0,0.00
2022-06-02T15:30:00.000,46.49,46.67,45.69,46.67,0,0,0.00
2022-06-03T09:30:00.000,46.59,47.20,44.52,44.82,0,0,0.00
2022-06-03T10:30:00.000,44.75,46.62,44.75,46.15,0,0,0.00
2022-06-03T11:30:00.000,46.09,46.10,44.70,45.56,0,0,0.00
2022-06-03T12:30:00.000,45.41,45.86,44.55,45.04,0,0,0.00
2022-06-03T13:30:00.000,45.14,45.59,43.61,43.97,0,0,0.00
2022-06-03T14:30:00.000,44.00,45.13,43.97,44.49,0,0,0.00
2022-06-03T15:30:00.000,44.39,45.44,43.42,43.42,0,0,0.00
2022-06-04T09:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-04T10:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-04T11:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-04T12:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-04T13:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-04T14:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-04T15:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-05T09:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-05T10:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
2022-06-05T11:30:00.000,0.0,0.0,0.0,0.0,0,0,0.00
